ORDERNUMBER,QUANTITYORDERED,PRICEEACH,PRICETOTAL,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,CUSTOMERNAME,CITY,STATE,COUNTRY,DEALSIZE
10169,33,100.0,3300.0,4,11,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Medium
10180,44,100.0,4400.0,4,11,2003,Classic Cars,Daedalus Designs Imports,Lille,,France,Medium
10191,32,100.0,3200.0,4,11,2003,Classic Cars,"Toms Spezialitten, Ltd",Koln,,Germany,Medium
10211,41,100.0,4100.0,1,1,2004,Classic Cars,Auto Canal Petit,Paris,,France,Medium
10225,35,100.0,3500.0,1,2,2004,Classic Cars,"Vida Sport, Ltd",Gensve,,Switzerland,Medium
10238,44,100.0,4400.0,2,4,2004,Classic Cars,Danish Wholesale Imports,Kobenhavn,,Denmark,Medium
10252,26,100.0,2600.0,2,5,2004,Classic Cars,Auto Canal Petit,Paris,,France,Medium
10264,20,100.0,2000.0,2,6,2004,Classic Cars,Gifts4AllAges.com,Boston,MA,USA,Small
10276,48,100.0,4800.0,3,8,2004,Classic Cars,Online Mini Collectables,Brickhaven,MA,USA,Medium
10287,34,100.0,3400.0,3,8,2004,Classic Cars,"Vida Sport, Ltd",Gensve,,Switzerland,Medium
10299,49,100.0,4900.0,3,9,2004,Classic Cars,"Toys of Finland, Co.",Helsinki,,Finland,Large
10310,40,100.0,4000.0,4,10,2004,Classic Cars,"Toms Spezialitten, Ltd",Koln,,Germany,Medium
10319,45,100.0,4500.0,4,11,2004,Classic Cars,Microscale Inc.,NYC,NY,USA,Large
10330,50,100.0,5000.0,4,11,2004,Classic Cars,Cruz & Sons Co.,Makati City,,Philippines,Medium
10342,38,100.0,3800.0,4,11,2004,Classic Cars,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10355,25,100.0,2500.0,4,12,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10363,28,58.18,1629.04,1,1,2005,Classic Cars,Suominen Souveniers,Espoo,,Finland,Small
10378,49,67.14,3289.86,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10390,49,100.0,4900.0,1,3,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10110,42,61.29,2574.18,1,3,2003,Classic Cars,"AV Stores, Co.",Manchester,,UK,Small
10124,23,57.73,1327.79,2,5,2003,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,Small
10148,29,81.25,2356.25,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Small
10161,25,80.54,2013.5,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,,Denmark,Small
10173,39,71.98,2807.22,4,11,2003,Classic Cars,Rovelli Gifts,Bergamo,,Italy,Small
10182,44,69.84,3072.96,4,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10193,25,76.26,1906.5,4,11,2003,Classic Cars,"Australian Collectables, Ltd",Glen Waverly,Victoria,Australia,Small
10204,45,76.26,3431.7,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Medium
10213,25,83.39,2084.75,1,1,2004,Classic Cars,"Double Decker Gift Stores, Ltd",London,,UK,Small
10227,37,57.73,2136.01,1,3,2004,Classic Cars,"Saveley & Henriot, Co.",Lyon,,France,Small
10241,30,66.99,2009.7,2,4,2004,Classic Cars,Mini Caravy,Strasbourg,,France,Small
10267,36,75.55,2719.8,3,7,2004,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Small
10279,26,60.58,1575.08,3,8,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10288,23,73.41,1688.43,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,,Singapore,Small
10302,23,72.7,1672.1,4,10,2003,Classic Cars,"UK Collectables, Ltd.",Liverpool,,UK,Small
10311,25,66.99,1674.75,4,10,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10332,21,100.0,2100.0,4,11,2004,Classic Cars,"AV Stores, Co.",Manchester,,UK,Medium
10344,26,63.43,1649.18,4,11,2004,Classic Cars,Marseille Mini Autos,Marseille,,France,Small
10367,44,85.25,3751.0,1,1,2005,Classic Cars,Toys4GrownUps.com,Pasadena,CA,USA,Medium
10380,24,100.0,2400.0,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10407,66,66.99,4421.34,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,Medium
10420,36,57.73,2078.28,2,5,2005,Classic Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Small
10110,36,85.25,3069.0,1,3,2003,Classic Cars,"AV Stores, Co.",Manchester,,UK,Medium
10124,22,77.9,1713.8,2,5,2003,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,Small
10148,25,60.26,1506.5,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Small
10161,37,72.76,2692.12,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,,Denmark,Small
10172,32,75.69,2422.08,4,11,2003,Classic Cars,Gift Depot Inc.,Bridgewater,CT,USA,Small
10182,47,74.22,3488.34,4,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10192,37,69.82,2583.34,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,Small
10204,20,62.47,1249.4,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Small
10212,41,82.31,3374.71,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10226,21,60.26,1265.46,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,CA,USA,Small
10241,22,76.43,1681.46,2,4,2004,Classic Cars,Mini Caravy,Strasbourg,,France,Small
10267,40,80.1,3204.0,3,7,2004,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Medium
10279,32,74.96,2398.72,3,8,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10288,36,66.14,2381.04,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,,Singapore,Small
10301,27,72.02,1944.54,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,,Norway,Small
10311,26,87.45,2273.7,4,10,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10321,30,70.55,2116.5,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,MA,USA,Small
10332,23,56.84,1307.32,4,11,2004,Classic Cars,"AV Stores, Co.",Manchester,,UK,Small
10344,29,59.53,1726.37,4,11,2004,Classic Cars,Marseille Mini Autos,Marseille,,France,Small
10367,21,60.37,1267.77,1,1,2005,Classic Cars,Toys4GrownUps.com,Pasadena,CA,USA,Small
10380,34,100.0,3400.0,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10407,26,76.43,1987.18,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,Small
10420,60,64.67,3880.2,2,5,2005,Classic Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Medium
10104,35,55.49,1942.15,1,1,2003,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10115,47,69.36,3259.92,2,4,2003,Classic Cars,Classic Legends Inc.,NYC,NY,USA,Medium
10127,20,60.69,1213.8,2,6,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Small
10141,20,54.33,1086.6,3,8,2003,Classic Cars,Suominen Souveniers,Espoo,,Finland,Small
10152,25,65.31,1632.75,3,9,2003,Classic Cars,"Australian Gift Network, Co",South Brisbane,Queensland,Australia,Small
10165,25,69.36,1734.0,4,10,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,,Singapore,Small
10176,27,68.78,1857.06,4,11,2003,Classic Cars,L'ordine Souveniers,Reggio Emilia,,Italy,Small
10184,31,60.11,1863.41,4,11,2003,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,,Spain,Small
10195,44,66.47,2924.68,4,11,2003,Classic Cars,Mini Classics,White Plains,NY,USA,Small
10207,49,46.82,2294.18,4,12,2003,Classic Cars,Diecast Collectables,Boston,MA,USA,Small
10220,26,56.07,1457.82,1,2,2004,Classic Cars,"Clover Collections, Co.",Dublin,,Ireland,Small
10230,36,54.33,1955.88,1,3,2004,Classic Cars,"Blauer See Auto, Co.",Frankfurt,,Germany,Small
10246,44,52.6,2314.4,2,5,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10259,28,46.82,1310.96,2,6,2004,Classic Cars,Handji Gifts& Co,Singapore,,Singapore,Small
10271,45,64.74,2913.3,3,7,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10282,29,46.82,1357.78,3,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10292,40,53.75,2150.0,3,9,2004,Classic Cars,Land of Toys Inc.,NYC,NY,USA,Small
10305,45,61.85,2783.25,4,10,2004,Classic Cars,Marta's Replicas Co.,Cambridge,MA,USA,Small
10314,44,53.18,2339.92,4,10,2004,Classic Cars,Heintze Collectables,Aaarhus,,Denmark,Small
10324,25,69.16,1729.0,4,11,2004,Classic Cars,Vitachrome Inc.,NYC,NY,USA,Small
10336,45,100.0,4500.0,4,11,2004,Classic Cars,"La Corne D'abondance, Co.",Paris,,France,Medium
10349,48,47.4,2275.2,4,12,2004,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Small
10358,44,60.76,2673.44,4,12,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10371,25,97.27,2431.75,1,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10383,22,91.76,2018.72,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10394,31,50.29,1558.99,1,3,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10412,21,52.6,1104.6,2,5,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10425,55,46.82,2575.1,2,5,2005,Classic Cars,La Rochelle Gifts,Nantes,,France,Small
10107,25,100.0,2500.0,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,NY,USA,Small
10120,35,98.05,3431.75,2,4,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10134,35,93.54,3273.9,3,7,2003,Motorcycles,Lyon Souveniers,Paris,,France,Medium
10145,43,95.8,4119.4,3,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,CA,USA,Medium
10159,44,100.0,4400.0,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,CA,USA,Medium
10168,50,100.0,5000.0,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,Medium
10180,48,100.0,4800.0,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,,France,Medium
10188,25,100.0,2500.0,4,11,2003,Motorcycles,Herkku Gifts,Bergen,,Norway,Small
10201,39,100.0,3900.0,4,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,CA,USA,Medium
10211,25,90.16,2254.0,1,1,2004,Motorcycles,Auto Canal Petit,Paris,,France,Small
10223,32,91.29,2921.28,1,2,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Small
10237,20,100.0,2000.0,2,4,2004,Motorcycles,Vitachrome Inc.,NYC,NY,USA,Small
10251,26,100.0,2600.0,2,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,NJ,USA,Small
10263,42,100.0,4200.0,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,CT,USA,Medium
10275,21,100.0,2100.0,3,7,2004,Motorcycles,La Rochelle Gifts,Nantes,,France,Small
10285,34,100.0,3400.0,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,MA,USA,Medium
10299,47,100.0,4700.0,3,9,2004,Motorcycles,"Toys of Finland, Co.",Helsinki,,Finland,Medium
10309,21,100.0,2100.0,4,10,2004,Motorcycles,Baane Mini Imports,Stavern,,Norway,Small
10318,48,100.0,4800.0,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,PA,USA,Medium
10329,30,87.78,2633.4,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,NY,USA,Small
10339,27,84.39,2278.53,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,Japan,Small
10362,50,96.92,4846.0,1,1,2005,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,Medium
10374,38,100.0,3800.0,1,2,2005,Motorcycles,"Australian Gift Network, Co",South Brisbane,Queensland,Australia,Medium
10389,45,100.0,4500.0,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Boras,,Sweden,Medium
10403,46,100.0,4600.0,2,4,2005,Motorcycles,"UK Collectables, Ltd.",Liverpool,,UK,Medium
10417,35,100.0,3500.0,2,5,2005,Motorcycles,Euro Shopping Channel,Madrid,,Spain,Medium
10110,29,59.37,1721.73,1,3,2003,Classic Cars,"AV Stores, Co.",Manchester,,UK,Small
10123,50,59.87,2993.5,2,5,2003,Classic Cars,Atelier graphique,Nantes,,France,Small
10137,26,49.81,1295.06,3,7,2003,Classic Cars,Reims Collectables,Reims,,France,Small
10148,47,56.85,2671.95,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Small
10161,23,53.33,1226.59,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,,Denmark,Small
10172,34,42.76,1453.84,4,11,2003,Classic Cars,Gift Depot Inc.,Bridgewater,CT,USA,Small
10181,34,53.83,1830.22,4,11,2003,Classic Cars,Herkku Gifts,Bergen,,Norway,Small
10192,47,53.83,2530.01,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,Small
10204,45,49.81,2241.45,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Small
10212,45,53.33,2399.85,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10226,36,43.27,1557.72,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,CA,USA,Small
10241,21,40.25,845.25,2,4,2004,Classic Cars,Mini Caravy,Strasbourg,,France,Small
10266,28,48.3,1352.4,3,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,,Italy,Small
10278,35,45.28,1584.8,3,8,2004,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,Small
10288,50,52.32,2616.0,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,,Singapore,Small
10301,22,51.32,1129.04,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,,Norway,Small
10311,45,49.3,2218.5,4,10,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Small
10321,48,42.26,2028.48,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,MA,USA,Small
10332,20,87.96,1759.2,4,11,2004,Classic Cars,"AV Stores, Co.",Manchester,,UK,Small
10343,27,36.21,977.67,4,11,2004,Classic Cars,Reims Collectables,Reims,,France,Small
10367,38,38.5,1463.0,1,1,2005,Classic Cars,Toys4GrownUps.com,Pasadena,CA,USA,Small
10379,32,100.0,3200.0,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10407,64,40.25,2576.0,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,Small
10420,37,60.37,2233.69,2,5,2005,Classic Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Small
10106,28,88.63,2481.64,1,2,2003,Planes,Rovelli Gifts,Bergamo,,Italy,Small
10120,39,100.0,3900.0,2,4,2003,Planes,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10133,41,94.1,3858.1,2,6,2003,Planes,Euro Shopping Channel,Madrid,,Spain,Medium
10145,40,87.54,3501.6,3,8,2003,Planes,Toys4GrownUps.com,Pasadena,CA,USA,Medium
10168,49,100.0,4900.0,4,10,2003,Planes,Technics Stores Inc.,Burlingame,CA,USA,Medium
10210,27,98.48,2658.96,1,1,2004,Planes,Osaka Souveniers Co.,Osaka,Osaka,Japan,Small
10223,34,100.0,3400.0,1,2,2004,Planes,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10235,23,96.29,2214.67,2,4,2004,Planes,"Royal Canadian Collectables, Ltd.",Tsawassen,BC,Canada,Small
10250,31,88.63,2747.53,2,5,2004,Planes,The Sharp Gifts Warehouse,San Jose,CA,USA,Small
10262,34,97.38,3310.92,2,6,2004,Planes,Euro Shopping Channel,Madrid,,Spain,Medium
10275,25,95.2,2380.0,3,7,2004,Planes,La Rochelle Gifts,Nantes,,France,Small
10284,22,100.0,2200.0,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Oslo,,Norway,Small
10297,32,100.0,3200.0,3,9,2004,Planes,"Clover Collections, Co.",Dublin,,Ireland,Medium
10308,31,100.0,3100.0,4,10,2004,Planes,Mini Classics,White Plains,NY,USA,Medium
10316,25,100.0,2500.0,4,11,2004,Planes,giftsbymail.co.uk,Cowes,Isle of Wight,UK,Small
10328,47,87.54,4114.38,4,11,2004,Planes,Rovelli Gifts,Bergamo,,Italy,Medium
10339,21,50.65,1063.65,4,11,2004,Planes,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,Japan,Small
10353,28,71.73,2008.44,4,12,2004,Planes,Gift Ideas Corp.,Glendale,CT,USA,Small
10374,46,94.1,4328.6,1,2,2005,Planes,"Australian Gift Network, Co",South Brisbane,Queensland,Australia,Medium
10386,33,41.71,1376.43,1,3,2005,Planes,Euro Shopping Channel,Madrid,,Spain,Small
10398,43,100.0,4300.0,1,3,2005,Planes,Reims Collectables,Reims,,France,Medium
10401,38,96.29,3659.02,2,4,2005,Planes,Tekni Collectables Inc.,Newark,NJ,USA,Medium
10416,47,88.63,4165.61,2,5,2005,Planes,L'ordine Souveniers,Reggio Emilia,,Italy,Medium
10101,45,31.2,1404.0,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,,Germany,Small
10110,20,35.51,710.2,1,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Small
10124,45,37.84,1702.8,2,5,2003,Vintage Cars,Signal Gift Stores,Las Vegas,NV,USA,Small
10149,36,33.19,1194.84,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,CA,USA,Small
10162,37,27.22,1007.14,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,Small
10173,31,31.53,977.43,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,,Italy,Small
10182,39,36.84,1436.76,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10193,26,29.21,759.46,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Victoria,Australia,Small
10205,32,37.17,1189.44,4,12,2003,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Small
10214,20,34.19,683.8,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Small
10227,42,29.21,1226.82,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,,France,Small
10243,33,29.54,974.82,2,4,2004,Vintage Cars,Diecast Collectables,Boston,MA,USA,Small
10280,20,28.88,577.6,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,,Italy,Small
10288,29,38.17,1106.93,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,,Singapore,Small
10304,23,30.2,694.6,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,,France,Small
10312,39,29.54,1152.06,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10322,20,100.0,2000.0,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,Small
10332,45,81.91,3685.95,4,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Medium
10344,20,35.18,703.6,4,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,,France,Small
10356,48,100.0,4800.0,4,12,2004,Vintage Cars,Lyon Souveniers,Paris,,France,Large
10367,23,36.29,834.67,1,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,CA,USA,Small
10380,32,70.56,2257.92,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Small
10391,33,100.0,3300.0,1,3,2005,Vintage Cars,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Large
10409,61,29.54,1801.94,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,,Singapore,Small
10420,45,26.88,1209.6,2,5,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Small
10107,38,83.03,3155.14,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,NY,USA,Medium
10120,34,83.79,2848.86,2,4,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Small
10134,43,83.03,3570.29,3,7,2003,Motorcycles,Lyon Souveniers,Paris,,France,Medium
10145,47,83.03,3902.41,3,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,CA,USA,Medium
10158,22,67.03,1474.66,4,10,2003,Motorcycles,Baane Mini Imports,Stavern,,Norway,Small
10168,29,75.41,2186.89,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,Small
10180,28,68.55,1919.4,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,,France,Small
10188,40,91.4,3656.0,4,11,2003,Motorcycles,Herkku Gifts,Bergen,,Norway,Medium
10201,25,73.88,1847.0,4,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,CA,USA,Small
10210,30,61.7,1851.0,1,1,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Osaka,Japan,Small
10223,38,69.31,2633.78,1,2,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Small
10236,36,87.6,3153.6,2,4,2004,Motorcycles,Motor Mint Distributors Inc.,Philadelphia,PA,USA,Medium
10250,32,87.6,2803.2,2,5,2004,Motorcycles,The Sharp Gifts Warehouse,San Jose,CA,USA,Small
10263,37,62.46,2311.02,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,CT,USA,Small
10275,30,79.98,2399.4,3,7,2004,Motorcycles,La Rochelle Gifts,Nantes,,France,Small
10285,39,70.08,2733.12,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,MA,USA,Small
10297,32,65.51,2096.32,3,9,2004,Motorcycles,"Clover Collections, Co.",Dublin,,Ireland,Small
10308,47,63.22,2971.34,4,10,2004,Motorcycles,Mini Classics,White Plains,NY,USA,Small
10318,26,86.83,2257.58,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,PA,USA,Small
10329,37,94.43,3493.91,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,NY,USA,Medium
10340,55,79.98,4398.9,4,11,2004,Motorcycles,Enaco Distributors,Barcelona,,Spain,Medium
10363,21,100.0,2100.0,1,1,2005,Motorcycles,Suominen Souveniers,Espoo,,Finland,Medium
10375,23,100.0,2300.0,1,2,2005,Motorcycles,La Rochelle Gifts,Nantes,,France,Small
10389,49,81.4,3988.6,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Boras,,Sweden,Medium
10402,59,87.6,5168.4,2,4,2005,Motorcycles,Auto Canal Petit,Paris,,France,Medium
10416,32,87.6,2803.2,2,5,2005,Motorcycles,L'ordine Souveniers,Reggio Emilia,,Italy,Small
10105,43,100.0,4300.0,1,2,2003,Ships,Danish Wholesale Imports,Kobenhavn,,Denmark,Medium
10117,41,100.0,4100.0,2,4,2003,Ships,"Dragon Souveniers, Ltd.",Singapore,,Singapore,Medium
10129,45,100.0,4500.0,2,6,2003,Ships,"Stylish Desk Decors, Co.",London,,UK,Medium
10142,33,100.0,3300.0,3,8,2003,Ships,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10153,40,100.0,4000.0,3,9,2003,Ships,Euro Shopping Channel,Madrid,,Spain,Medium
10167,33,100.0,3300.0,4,10,2003,Ships,Scandinavian Gift Ideas,Boras,,Sweden,Medium
10177,50,100.0,5000.0,4,11,2003,Ships,CAF Imports,Madrid,,Spain,Medium
10185,30,100.0,3000.0,4,11,2003,Ships,Mini Creations Ltd.,New Bedford,MA,USA,Medium
10197,41,100.0,4100.0,4,11,2003,Ships,Enaco Distributors,Barcelona,,Spain,Medium
10208,35,100.0,3500.0,1,1,2004,Ships,"Saveley & Henriot, Co.",Lyon,,France,Medium
10221,49,100.0,4900.0,1,2,2004,Ships,Petit Auto,Bruxelles,,Belgium,Medium
10232,46,100.0,4600.0,1,3,2004,Ships,giftsbymail.co.uk,Cowes,Isle of Wight,UK,Medium
10248,48,100.0,4800.0,2,5,2004,Ships,Land of Toys Inc.,NYC,NY,USA,Medium
10261,36,100.0,3600.0,2,6,2004,Ships,Quebec Home Shopping Network,Montreal,Quebec,Canada,Medium
10273,22,100.0,2200.0,3,7,2004,Ships,Petit Auto,Bruxelles,,Belgium,Small
10283,42,100.0,4200.0,3,8,2004,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,BC,Canada,Medium
10293,21,100.0,2100.0,3,9,2004,Ships,Amica Models & Co.,Torino,,Italy,Small
10306,29,100.0,2900.0,4,10,2004,Ships,"AV Stores, Co.",Manchester,,UK,Medium
10315,35,100.0,3500.0,4,10,2004,Ships,La Rochelle Gifts,Nantes,,France,Medium
10326,41,100.0,4100.0,4,11,2004,Ships,"Volvo Model Replicas, Co",Lule,,Sweden,Medium
10337,29,71.97,2087.13,4,11,2004,Ships,Classic Legends Inc.,NYC,NY,USA,Small
10350,34,50.33,1711.22,4,12,2004,Ships,Euro Shopping Channel,Madrid,,Spain,Small
10372,37,100.0,3700.0,1,1,2005,Ships,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,Japan,Medium
10384,28,80.54,2255.12,1,2,2005,Ships,Corporate Gift Ideas Co.,San Francisco,CA,USA,Small
10396,49,100.0,4900.0,1,3,2005,Ships,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10414,23,100.0,2300.0,2,5,2005,Ships,Gifts4AllAges.com,Boston,MA,USA,Medium
10101,46,53.76,2472.96,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,,Germany,Small
10110,39,44.35,1729.65,1,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Small
10124,22,45.25,995.5,2,5,2003,Vintage Cars,Signal Gift Stores,Las Vegas,NV,USA,Small
10149,49,49.28,2414.72,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,CA,USA,Small
10162,43,36.29,1560.47,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,Small
10173,27,41.22,1112.94,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,,Italy,Small
10182,31,36.74,1138.94,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10193,20,50.62,1012.4,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Victoria,Australia,Small
10205,24,38.08,913.92,4,12,2003,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Small
10214,49,47.94,2349.06,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Small
10227,24,48.38,1161.12,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,,France,Small
10244,39,45.25,1764.75,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Small
10255,37,45.7,1690.9,2,6,2004,Vintage Cars,Mini Caravy,Strasbourg,,France,Small
10280,45,47.49,2137.05,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,,Italy,Small
10289,45,48.38,2177.1,3,9,2004,Vintage Cars,Herkku Gifts,Bergen,,Norway,Small
